rel_day,dd_pct_2021,dd_pct_2025,dd_pct_2021_scaled,dd_pct_2025_scaled
-23,-9.862482055812794,1.378498076048662,-5.6941066698013705,1.378498076048662
-22,-8.883721666985188,0.34232866965435704,-5.12901909583961,0.34232866965435704
-21,-8.15187566256741,0.0018755420696736635,-4.706487608183652,0.0018755420696736635
-20,-4.833683273049349,-0.6090780629333992,-2.790728338872433,-0.6090780629333992
-19,-2.290904789700865,-0.3557193641608225,-1.3226544970215972,-0.3557193641608225
-18,-7.8635991587235,0.9223442788954817,-4.540051091088327,0.9223442788954817
-17,-10.148227091359207,-0.3609066742093936,-5.859081642993691,-0.3609066742093936
-16,-9.150872993866887,-0.3749309977934434,-5.283258986329123,-0.3749309977934434
-15,-9.853185201480441,-0.44958095152162203,-5.688739128449969,-0.44958095152162203
-14,-6.686880909812654,-2.219247826525539,-3.860672493319305,-2.219247826525539
-13,-10.65545339707501,-4.262541082397298,-6.151928887138769,-4.262541082397298
-12,-13.440468229850799,-4.933841520750337,-7.759857950538971,-4.933841520750337
-11,-10.25149915477085,-3.4992039084269178,-5.91870579660417,-3.4992039084269178
-10,-7.861422984222132,-2.782552524893589,-4.538794676154159,-2.782552524893589
-9,-8.43710256132778,-3.569333974734923,-4.871163434963075,-3.569333974734923
-8,-9.221768910105189,-2.818154030666631,-5.324190762653752,-2.818154030666631
-7,-9.750564510028381,-0.7267978971625011,-5.629491044615697,-0.7267978971625011
-6,-6.358855912525485,-1.4256738729723994,-3.671287172834632,-1.4256738729723994
-5,-6.821537258550103,-1.5782095129183382,-3.9384163725109635,-1.5782095129183382
-4,-9.015061940291979,0.7950186278500304,-5.204848437988724,0.7950186278500304
-3,-9.594190828001825,0.2972818664313426,-5.539208657203492,0.2972818664313426
-2,-8.874661675183603,1.5234132702880876,-5.123788307134108,1.5234132702880876
-1,-6.226020444493264,4.201907003865468,-3.594594579608299,4.201907003865468
0,0.0,0.0,0.0,0.0
1,-0.8828902795022242,-0.8172632326674201,-0.509736940535513,-0.8172632326674201
2,-3.8058479286297575,-0.7375357979307884,-2.19730732608917,-0.7375357979307884
3,-3.9759596374404405,-0.7703831293132124,-2.295521366963325,-0.7703831293132124
4,-5.020908299707482,-1.7943699606423391,-2.898822758412541,-1.7943699606423391
5,-4.580862129278673,-4.678514347643381,-2.644761983459604,-4.678514347643381
6,-3.0028839493510873,-3.4554666052975747,-1.7337158565030566,-3.4554666052975747
7,-5.667720655582187,-5.011625826315679,-3.2722600461919775,-5.011625826315679
8,-10.969858798843447,-1.2424367921201496,-6.333450930484449,-1.2424367921201496
9,-10.64340301582256,-2.516259344550431,-6.14497159627883,-2.516259344550431
