u,obs_2017,fit_2017,obs_2021,fit_2021,obs_2025,fit_2025
0.2814070351758794,0.5928292376032579,0.7830088632866422,0.8481592408988352,0.6804369968287685,0.6265514577743461,0.59130174428672
0.2864321608040201,0.5730234459461321,0.7649543971992325,0.8384979401813983,0.6647476128896154,0.611358517585063,0.5776676236653514
0.2914572864321608,0.577482401691204,0.7256988753197521,0.8168784924047495,0.6306344493367766,0.5316635140628069,0.5480231845682106
0.2964824120603015,0.5715669472588868,0.7648523952885882,0.877202491600803,0.6646589729303456,0.5856385456627402,0.5775905952809837
0.30150753768844224,0.5758424076144988,0.8182517424684619,1.0412623347560752,0.7110631621181616,0.5995987727922562,0.6179159716741658
0.3065326633165829,0.5819953655411009,0.8438684905350644,1.0402445998330527,0.7333241912587438,0.6513779297839685,0.6372608712339941
0.31155778894472363,0.5840411292110828,0.8403224102453308,1.0818821201071203,0.7302426370950629,0.6162801574771409,0.6345829916351617
0.3165829145728643,0.6784256050771879,0.9301077150982171,1.1141146544213238,0.8082663301309468,0.6986044473566391,0.7023858095342888
0.32160804020100503,0.7319813809899515,0.9584342471184133,1.097368469185442,0.8328821694683112,0.7192803275569059,0.7237770460559678
0.32663316582914576,0.7930293629163104,1.0733918269229081,1.4096721447960672,0.9327806432053048,0.7259909206829314,0.8105891124891079
0.3316582914572864,0.8234185274478305,1.0820423863711377,1.3444251669543397,0.9402980047165592,0.7509988558023647,0.8171217216722579
0.33668341708542715,0.8940652552056013,1.1256782402855778,1.3572959317056008,0.9782176896444821,0.7713700477399253,0.8500740389994801
0.3417085427135678,1.1427007187780802,1.2004503808856142,1.4724146514992427,1.0431948989480786,0.6747357688370851,0.9065394243021085
0.34673366834170855,0.7094330731299296,1.0301986314114802,1.533847757340519,0.8952456297268242,0.6593757062439786,0.7779710757787432
0.35175879396984927,0.6986111501945848,1.0830285224941196,1.723356285988856,0.9411549598973342,0.6924251287367311,0.8178664182356861
0.35678391959798994,0.5477419554150574,1.0150933051217996,1.8339412855681283,0.882119056914447,0.6833137787030479,0.7665640455369432
0.36180904522613067,0.5654045237798005,1.0282880870845281,1.9104195755787037,0.8935853611077913,0.6605719038726302,0.776528297483333
0.36683417085427134,0.678331506162135,1.0342701734444442,1.5318653935982258,0.8987838116852549,0.6987199292728453,0.7810457662693756
0.37185929648241206,0.661860961089017,1.1554903067682172,1.9234380077125761,1.004124462783116,0.7952756470168842,0.8725871007775855
0.3768844221105528,0.686312830703871,1.1745010067201789,1.9005917466281685,1.020644816752839,0.8151038529139671,0.8869433367907038
0.38190954773869346,0.6654980703634283,1.160266638704851,1.851657410233181,1.0082751092332454,0.8318206552075463,0.8761940247063509
0.3869346733668342,0.6813239292146369,1.1070795609471857,1.663532434960974,0.962055382795391,0.7856250202474746,0.8360289469834595
0.3919597989949749,0.7154868310350762,1.1070325604587048,1.5994448100315528,0.9620145392331646,0.7779899796373514,0.8359934538081913
0.3969849246231156,0.8103501782985056,1.216350739794437,1.7760999462677158,1.057012357436359,0.8205405737966236,0.9185468362209313
0.4020100502512563,0.8251463414943584,1.371294269856095,2.2510382772370927,1.1916587391269418,0.9110492363869217,1.035554936495603
