date,value,ma30
2010-11-01,351.0,455.06666666666666
2010-11-02,286.0,452.03333333333336
2010-11-03,347.0,450.03333333333336
2010-11-04,342.0,449.06666666666666
2010-11-05,442.0,450.23333333333335
2010-11-06,394.0,452.03333333333336
2010-11-07,451.0,454.96666666666664
2010-11-08,515.0,458.76666666666665
2010-11-09,409.0,460.3
2010-11-10,397.0,462.1333333333333
2010-11-11,395.0,463.56666666666666
2010-11-12,286.0,460.96666666666664
2010-11-13,343.0,460.1666666666667
2010-11-14,416.0,463.1
2010-11-15,4871.0,610.7666666666667
2010-11-16,9105.0,899.0333333333333
2010-11-17,435.0,894.2333333333333
2010-11-18,1494.0,913.2333333333333
2010-11-19,9632.0,1210.5333333333333
2010-11-20,9731.0,1516.5
2010-11-21,10044.0,1831.2333333333333
2010-11-22,343.0,1825.4333333333334
2010-11-23,341.0,1818.4
2010-11-24,3936.0,1935.9333333333334
2010-11-25,4983.0,2084.766666666667
2010-11-26,1314.0,2109.633333333333
2010-11-27,445.0,2108.266666666667
2010-11-28,454.0,2107.8333333333335
2010-11-29,454.0,2108.766666666667
2010-11-30,454.0,2113.6666666666665
2010-12-01,512.0,2119.0333333333333
2010-12-02,460.0,2124.8333333333335
2010-12-03,384.0,2126.0666666666666
2010-12-04,418.0,2128.6
2010-12-05,434.0,2128.3333333333335
2010-12-06,465.0,2130.7
2010-12-07,573.0,2134.766666666667
2010-12-08,523.0,2135.0333333333333
2010-12-09,486.0,2137.6
2010-12-10,373.0,2136.8
2010-12-11,550.0,2141.9666666666667
2010-12-12,643.0,2153.866666666667
2010-12-13,646.0,2163.9666666666667
2010-12-14,637.0,2171.3333333333335
2010-12-15,658.0,2030.9
2010-12-16,531.0,1745.1
2010-12-17,462.0,1746.0
2010-12-18,499.0,1712.8333333333333
2010-12-19,551.0,1410.1333333333334
2010-12-20,932.0,1116.8333333333333
2010-12-21,630.0,803.0333333333333
2010-12-22,659.0,813.5666666666667
2010-12-23,519.0,819.5
2010-12-24,531.0,706.0
2010-12-25,634.0,561.0333333333333
2010-12-26,584.0,536.7
2010-12-27,526.0,539.4
2010-12-28,661.0,546.3
2010-12-29,513.0,548.2666666666667
2010-12-30,593.0,552.9
2010-12-31,555.0,554.3333333333334
2011-01-01,659.0,560.9666666666667
2011-01-02,569.0,567.1333333333333
2011-01-03,1128.0,590.8
2011-01-04,979.0,608.9666666666667
2011-01-05,1310.0,637.1333333333333
2011-01-06,694.0,641.1666666666666
2011-01-07,1020.0,657.7333333333333
2011-01-08,1436.0,689.4
2011-01-09,1223.0,717.7333333333333
2011-01-10,1312.0,743.1333333333333
2011-01-11,1362.0,767.1
2011-01-12,1162.0,784.3
2011-01-13,1266.0,805.2666666666667
2011-01-14,1262.0,825.4
2011-01-15,962.0,839.7666666666667
2011-01-16,931.0,855.4
2011-01-17,830.0,866.4333333333333
2011-01-18,818.0,875.3333333333334
2011-01-19,917.0,874.8333333333334
2011-01-20,924.0,884.6333333333333
2011-01-21,1166.0,901.5333333333333
2011-01-22,1422.0,931.6333333333333
2011-01-23,1081.0,949.9666666666667
2011-01-24,1319.0,972.8
2011-01-25,889.0,982.9666666666667
2011-01-26,1005.0,998.9333333333333
2011-01-27,841.0,1004.9333333333333
2011-01-28,1081.0,1023.8666666666667
2011-01-29,1347.0,1049.0
2011-01-30,2592.0,1116.9
2011-01-31,1393.0,1141.3666666666666
2011-02-01,1013.0,1156.1666666666667
2011-02-02,896.0,1148.4333333333334
2011-02-03,789.0,1142.1
2011-02-04,954.0,1130.2333333333333
2011-02-05,832.0,1134.8333333333333
2011-02-06,909.0,1131.1333333333334
2011-02-07,892.0,1113.0
2011-02-08,846.0,1100.4333333333334
2011-02-09,1227.0,1097.6
2011-02-10,2034.0,1120.0
2011-02-11,2355.0,1159.7666666666667
2011-02-12,1912.0,1181.3
2011-02-13,1822.0,1199.9666666666667
2011-02-14,2006.0,1234.7666666666667
2011-02-15,2224.0,1277.8666666666666
2011-02-16,2090.0,1319.8666666666666
2011-02-17,2250.0,1367.6
2011-02-18,2056.0,1405.5666666666666
2011-02-19,1583.0,1427.5333333333333
2011-02-20,1939.0,1453.3
2011-02-21,1970.0,1471.5666666666666
2011-02-22,2196.0,1508.7333333333333
2011-02-23,2263.0,1540.2
2011-02-24,2109.0,1580.8666666666666
2011-02-25,2060.0,1616.0333333333333
2011-02-26,1952.0,1653.0666666666666
2011-02-27,2269.0,1692.6666666666667
2011-02-28,1720.0,1705.1
2011-03-01,2729.0,1709.6666666666667
2011-03-02,2009.0,1730.2
2011-03-03,3204.0,1803.2333333333333
2011-03-04,1982.0,1839.4333333333334
2011-03-05,2048.0,1881.4
2011-03-06,2031.0,1917.3
2011-03-07,1926.0,1953.7666666666667
2011-03-08,2440.0,2004.8
2011-03-09,1834.0,2036.2
